cstno,is_churned,age,sex,dependent_num,education,marital_stat,imcome_cat,card_type,mon_on_book,tot_product_count,months_inact_for_12m,contact_cnt_for_12m,credit_line,tot_revol_balance,mean_open_to_buy,tot_amt_ratio_q4_q1,tot_trans_amt_for_12m,tot_trans_cnt_for_12m,tot_cnt_ratio_q4_q1,mean_util_pct
788633733,0,36,M,3,Graduate,Married,,Silver,13,4,3,2,28174,1173,27001,,16258,,0.714,
788646858,0,41,F,3,Graduate,Married,Less than $40K,Blue,29,6,3,1,1959,1268,691,,4275,,0.649,
788661408,0,47,F,3,Uneducated,Married,Less than $40K,Blue,33,4,5,2,2990,890,2100,,4757,,,0.298
788667408,0,50,F,2,High School,Married,Less than $40K,Blue,21,6,1,1,2965,1819,1146,,,66,0.692,0.613
788671608,0,45,F,4,College,Single,$40K - $60K,Gold,30,1,2,1,23051,,21215,0.743,,,0.814,0.08
788673708,1,57,F,2,High School,Married,,Blue,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,
788677533,0,44,M,4,Unknown,Married,$120K +,Blue,31,4,3,4,34516,,33319,0.669,1594,,1.15,0.035
788684508,0,36,M,4,Uneducated,Married,,Blue,25,4,3,3,5846,1732,4114,,2056,41,0.64,
788699808,0,38,,4,Unknown,Single,,Blue,14,4,1,2,4394,0,4394,0.889,1538,,0.536,0
788709408,0,41,F,2,Unknown,Married,Unknown,Blue,21,2,3,1,14746,0,14746,0.857,14771,,,0
788717358,0,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062,,5807,0.672,3432,68,0.744,0.178
788719533,0,53,M,4,Post-Graduate,Married,,Blue,34,1,2,3,13679,,13679,0.908,4060,,,0
788723133,0,36,M,1,High School,Single,$40K - $60K,Blue,20,5,1,2,12714,976,11738,0.649,,53,0.395,0.077
788725608,0,44,F,3,Graduate,Single,Less than $40K,Blue,17,1,2,3,8861,1149,7712,0.718,8387,102,0.759,
788728608,0,34,,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870,1394,2476,,1588,36,0.714,0.36
788730933,0,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084,1468,616,1.004,1132,,0.556,0.704
788734158,0,42,M,4,Graduate,Married,$40K - $60K,Blue,19,5,3,2,8374,0,8374,0.885,4493,59,1.034,
788737083,0,34,F,2,High School,Married,Less than $40K,Blue,13,6,2,2,1798,833,965,,,84,0.787,
788741733,0,53,F,1,Graduate,Married,Less than $40K,Blue,32,4,2,3,7832,1784,6048,0.711,14614,106,0.656,0.228
788744058,0,48,F,2,High School,Married,,Blue,27,3,1,2,4009,1361,2648,0.886,4506,80,0.86,0.339
788747358,0,50,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530,2034,3496,0.647,4836,,0.744,
788752833,0,52,F,2,High School,Divorced,,Blue,32,6,3,4,2427,1581,846,,3857,,,0.651
788754108,0,65,F,1,Unknown,Single,$40K - $60K,Blue,48,4,2,4,4599,,3962,0.622,,78,0.592,0.139
788756133,0,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,4,1,2,2617,1508,1109,1.393,4400,60,0.818,0.576
788760633,0,53,M,3,Uneducated,Divorced,,Blue,33,4,2,2,13513,1495,12018,0.505,3503,,0.511,0.111
788761608,0,26,F,0,High School,Single,,Blue,13,3,3,4,10286,2286,8000,0.671,2564,57,,0.222
788767983,0,43,M,5,Unknown,Single,$60K - $80K,Blue,24,3,1,3,4556,0,4556,0.961,4273,82,0.64,0
788768883,0,54,F,0,Unknown,Single,$40K - $60K,Blue,35,4,1,3,9231,,7589,0.416,,68,0.659,0.178
788769783,0,42,F,4,College,Divorced,Less than $40K,Blue,23,6,1,3,1878,,854,,4707,,0.897,0.545
788770908,0,45,M,4,College,Married,,Blue,26,6,2,2,3035,1498,1537,,4275,67,0.675,
788771733,0,49,M,4,High School,Single,,Blue,30,5,3,3,1579,900,679,,4354,70,,0.57
788772708,0,50,F,2,Graduate,Married,Unknown,Blue,31,5,1,3,13745,,13745,0.53,4432,61,0.605,
788776908,0,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797,,995,,3525,63,0.75,0.644
788778033,0,39,F,2,College,Single,Less than $40K,Silver,20,1,2,3,12338,1277,11061,0.828,15869,109,0.758,0.104
788779008,0,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736,1822,914,,1211,25,,0.666
788779983,0,58,M,2,Post-Graduate,Married,$80K - $120K,Blue,39,4,2,3,3742,,1225,0.75,,121,0.806,0.673
788782008,0,49,F,3,Unknown,Married,Less than $40K,Gold,30,4,3,2,15987,0,15987,0.658,4146,69,0.533,0
788783133,0,58,F,0,Post-Graduate,Married,,Blue,39,5,3,3,6679,1207,5472,0.538,1649,29,0.381,0.181
788784258,0,60,M,2,High School,Married,,Blue,41,5,2,4,3007,,1343,0.34,,31,,0.553
788785083,0,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083,,2043,0.729,4311,,0.56,0.337
788788758,0,57,F,3,College,Single,Unknown,Blue,39,4,1,2,7469,1752,5717,0.923,2050,46,,0.235
788789658,0,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042,1744,2298,,1471,37,,0.431
788791383,0,39,F,3,High School,Married,,Blue,21,1,2,1,5027,0,5027,0.853,4850,70,,0
788792583,0,44,F,3,Unknown,Single,$40K - $60K,Blue,26,4,3,0,7277,0,7277,0.758,,,0.578,0
788794758,1,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2,4,2979,0,2979,0.644,,38,,
788797983,0,42,,3,Uneducated,Married,Unknown,Blue,24,5,1,3,4568,,2543,0.849,,,0.848,0.443
788805108,0,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123,1775,16348,0.593,4259,80,0.86,0.098
788805858,0,49,M,3,College,Divorced,$40K - $60K,Blue,31,2,3,1,2181,1218,963,0.758,4997,89,0.712,0.558
788808633,0,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355,1090,1265,,1441,,0.812,
788810658,0,37,F,1,College,Single,Unknown,Blue,20,3,2,5,9466,0,9466,,2503,70,0.489,
788811558,0,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959,1022,937,0.78,7847,65,0.857,0.522
788812608,0,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767,1684,7083,,8066,,,0.192
788813658,0,62,F,0,Graduate,Single,Unknown,Blue,45,2,2,3,10503,0,10503,,4755,88,,
788814783,0,39,M,1,Uneducated,Single,$60K - $80K,Blue,22,4,3,3,9204,,8359,0.673,1820,,0.611,0.092
788820933,0,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,1380,15347,,3511,73,0.622,0.083
788824083,0,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516,1022,33494,0.743,8202,,0.913,0.03
788826408,0,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705,1352,9353,,,,0.812,0.126
788827308,0,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507,1574,2933,0.744,1793,,0.652,
788830683,0,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478,2031,447,1.284,1558,31,0.938,0.82
788832033,0,35,M,2,High School,Unknown,$40K - $60K,Blue,19,4,3,3,8599,938,7661,,3015,64,,0.109
788835408,1,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910,0,2910,0.789,2648,41,,
788838033,1,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841,0,3841,0.794,,48,0.846,
788840283,0,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120,,593,0.744,4741,86,,0.72
788842008,0,50,F,3,Uneducated,Married,,Blue,34,2,2,2,4060,,1724,0.943,5173,,0.706,0.575
788848458,0,40,F,5,Unknown,Married,$40K - $60K,Blue,24,1,1,2,2803,1747,1056,0.954,5089,71,,0.623
788853258,0,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984,1503,6481,0.797,,,1.167,0.188
788862333,0,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,2,5645,0,5645,1.05,1527,32,0.455,0
788864508,0,52,F,3,Unknown,Single,,Blue,37,4,2,2,1554,926,628,0.785,4997,79,0.927,0.596
788866983,0,63,F,0,Unknown,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,0.923,3383,,1.103,0
788868858,0,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702,,185,,,,1.462,
788870283,0,56,F,3,Graduate,Married,,Blue,41,5,4,1,1438.3,0,1438.3,0.796,3778,72,,0
788874333,0,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,1,4,15631,1305,14326,0.668,,,0.914,0.083
788876208,0,42,F,2,Graduate,Single,Less than $40K,Blue,27,5,3,3,2265,,2265,0.603,3826,,,0
788885133,0,57,F,3,College,Unknown,Less than $40K,Silver,42,6,1,1,12675,2422,10253,0.642,3912,63,0.575,0.191
788890533,0,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516,2305,32211,0.586,13756,106,0.71,
788896983,0,53,M,2,Graduate,Married,,Blue,38,6,3,2,7928,1228,6700,0.632,1537,,,0.155
788898933,0,42,,4,College,Married,Less than $40K,Blue,27,6,2,1,2043,0,2043,,5198,77,,
788900883,0,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106,,1802,0.604,1368,38,0.407,0.42
788907033,0,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238,,3161,0.656,7321,73,0.659,
788908308,0,46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,5972,0,5972,,14227,116,0.706,0
788911458,0,40,F,4,College,Married,Less than $40K,Blue,26,3,1,1,2972,0,2972,,3840,,0.769,0
788912658,0,44,,2,Unknown,Married,Less than $40K,Blue,30,3,1,4,3734,0,3734,,3144,62,0.722,0
788915283,0,43,,2,College,Single,Less than $40K,Blue,29,5,1,2,2304,,715,,,36,0.895,0.69
788916933,0,49,M,5,College,Married,,Gold,35,1,2,2,34516,1064,33452,0.796,8095,81,0.62,0.031
788920308,0,51,F,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258,1250,1008,0.611,4368,,0.596,
788923758,0,26,F,1,High School,Unknown,Unknown,Blue,13,3,1,3,10693,2517,8176,0.88,4138,,0.727,0.235
788930358,0,42,,4,College,Single,$40K - $60K,Blue,28,2,2,2,2827,1896,931,0.739,3891,,1.025,0.671
788931558,0,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000,1739,261,,7694,85,0.7,
788937933,0,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1,1,5494,,4138,0.463,,81,0.884,0.247
788939358,0,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458,1399,1059,0.739,1563,40,1.222,0.569
788940558,0,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134,1085,1049,0.656,4224,75,1.027,0.508
788941983,1,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013,0,2013,0.602,2425,50,0.923,
788943333,1,51,,3,Post-Graduate,Married,,Silver,37,6,2,2,34516,989,33527,1.021,4810,,0.341,
788946783,0,50,M,2,Unknown,Single,$120K +,Blue,36,5,1,3,9697,0,9697,0.759,,50,0.923,0
788950158,0,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516,1652,32864,,1283,,,0.048
788957358,0,53,,1,Graduate,Single,$40K - $60K,Blue,39,3,3,2,4930,2227,2703,0.801,,,0.791,0.452
788959758,0,47,F,4,Uneducated,Single,,Blue,33,3,2,1,9148,,8587,0.774,3451,59,,0.061
788960658,0,42,F,2,Uneducated,Married,,Blue,28,1,2,3,2573,1742,831,0.693,,,,0.677
788965683,0,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3,0.782,2170,,0.464,
788971308,0,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,4,2,2658,1158,1500,0.476,,41,,
788974608,0,48,,3,Graduate,Unknown,$60K - $80K,Blue,35,5,1,3,2829,2342,487,0.991,1561,41,1.05,0.828
788977833,0,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362,1274,4088,,,41,0.783,
788979258,0,51,,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516,1515,33001,0.592,1293,,0.6,
788980983,0,55,M,1,High School,Single,$80K - $120K,Blue,42,1,4,2,34516,,32933,0.824,12192,112,0.672,0.046
788989083,0,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817,1864,953,0.7,4535,82,0.745,0.662
788990508,0,62,F,0,Unknown,Single,,Blue,49,4,1,1,1540,,744,,3714,,,
788994783,0,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,1258,,4519,,0.854,0.307
788996058,0,47,F,2,High School,Married,Less than $40K,Blue,34,4,2,4,2730,,760,0.848,3841,69,0.865,
788997408,0,65,,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,,278,0.535,4205,,0.625,0.873
789008508,0,44,M,4,College,Married,$80K - $120K,Blue,31,2,1,1,3472,1687,1785,0.645,13999,119,0.725,
789012633,0,30,F,0,Graduate,Single,Less than $40K,Blue,17,3,2,1,4868,1090,3778,0.679,2907,,0.816,0.224
789013833,1,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516,399,34117,,2118,,,0.012
789016983,0,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948,968,1980,0.946,7834,86,0.509,0.328
789022233,0,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3,754,684.3,,4457,,0.683,
789023508,0,46,M,3,Unknown,Married,$80K - $120K,Blue,33,4,1,3,34516,1099,33417,0.816,,,0.618,
789025083,0,40,M,4,Unknown,Unknown,Less than $40K,Blue,27,5,3,0,1438.3,860,578.3,0.79,,,0.864,0.598
789043008,0,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919,0,9919,0.496,2058,70,0.842,
789053883,0,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,4,2,1,11186,2231,8955,,,84,0.647,0.199
789059958,0,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516,1045,33471,,,75,0.923,
789070233,0,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,1223,0.686,4339,72,,
789076083,0,50,F,3,High School,Single,Less than $40K,Blue,38,6,3,2,2775,1475,1300,0.854,,84,0.647,0.532
789081408,1,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,,1268.3,0.889,2527,45,,0.118
789082758,0,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734,,1073,0.726,4981,,0.698,0.608
789087858,0,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,,888,,4589,,1.029,0.736
789089958,0,57,M,2,High School,Single,$60K - $80K,Silver,45,5,2,3,33211,0,33211,0.732,3662,81,0.761,0
789095958,1,50,,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603,,6859,0.711,2497,42,0.273,
789097833,0,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927,720,3207,,,,0.898,0.183
789099783,0,43,F,2,Unknown,Married,Less than $40K,Blue,31,6,3,3,2069,839,1230,0.923,4117,70,0.707,
789101883,0,32,M,3,Unknown,Single,$120K +,Blue,20,6,2,2,14244,1673,12571,,2729,,0.535,0.117
789105183,0,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516,2488,32028,0.552,,87,0.776,0.072
789109983,0,40,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,4,4464,1418,3046,0.92,3870,73,0.46,0.318
789111483,0,46,M,3,Graduate,Unknown,,Blue,34,5,3,4,16546,,14696,0.729,,,,0.112
789114408,0,50,F,1,Post-Graduate,Single,,Blue,38,3,1,4,4182,0,4182,,4693,82,0.608,
789121233,0,53,F,2,Unknown,Single,,Blue,41,5,1,3,2329,2290,39,,4609,,,0.983
789124683,0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12217,0,12217,1.075,1110,21,0.75,
789125733,0,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002,,2600,0.579,2114,53,0.514,0.35
789127533,0,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338,1664,30674,0.919,3013,,0.766,
789129033,0,44,M,5,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910,877,14033,,1150,26,,0.059
789138258,0,45,F,3,High School,Single,Less than $40K,Blue,34,2,3,2,2976,2372,604,,4799,83,0.729,0.797
789143283,0,41,F,1,Uneducated,Single,Unknown,Blue,30,4,2,3,5647,,4472,0.802,4868,,0.81,0.208
789144633,0,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705,850,8855,,,,0.889,
789150633,0,50,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,3026,1888,1138,0.762,3687,,0.812,0.624
789154833,0,56,M,3,High School,Single,$80K - $120K,Blue,44,5,2,0,19030,912,18118,0.894,4137,,0.532,0.048
789158433,0,49,F,2,High School,Unknown,,Blue,38,4,1,2,2497,1674,823,0.701,2922,53,0.963,
789164283,0,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1,1,3,2596,1929,667,,4726,87,,0.743
789167658,0,34,M,3,College,Married,$60K - $80K,Blue,23,5,3,2,4245,1815,2430,,1534,34,0.545,0.428
789172683,0,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283,1430,853,2.316,,27,0.588,0.626
789173958,0,45,F,2,Graduate,Married,,Blue,34,4,1,2,1438.3,877,561.3,,4283,,0.617,0.61
789175683,0,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741,2517,8224,1.087,8352,71,0.821,
789177333,1,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,1693,1088,605,0.532,,,,0.643
789179583,0,28,F,1,College,Divorced,Unknown,Blue,17,5,3,2,11881,1488,10393,0.587,,87,,0.125
789182358,0,56,M,1,Uneducated,Single,,Blue,45,3,1,2,17628,1414,16214,0.603,3991,,0.617,0.08
789185508,0,49,M,2,High School,Married,$60K - $80K,Blue,38,5,2,1,5536,756,4780,0.635,3918,,0.628,0.137
789186858,0,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256,928,32328,,7796,,,0.028
789187908,0,56,M,2,Uneducated,Married,,Blue,45,4,2,2,11102,,9156,0.625,,36,1,0.175
789191358,0,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,3,2,1854,794,1060,,4035,80,0.739,0.428
789193383,0,65,M,0,Uneducated,Single,Less than $40K,Blue,54,3,1,5,2644,1691,953,0.755,3495,70,0.628,0.64
789198708,0,58,M,3,Graduate,Married,$120K +,Blue,47,3,1,2,27088,0,27088,0.581,1135,24,0.846,
789200208,0,40,F,4,Uneducated,Married,Unknown,Blue,29,2,3,3,3326,2181,1145,0.827,13583,110,0.746,0.656
789204933,0,65,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963,0,8963,,4511,76,0.689,0
789209283,0,48,,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361,806,3555,,4518,84,,0.185
789220008,0,56,M,3,High School,Married,$80K - $120K,Blue,45,5,2,2,4531,,4531,,,27,1.077,0
789226683,0,44,M,1,Unknown,Married,$60K - $80K,Blue,33,6,2,3,4969,1187,3782,,3878,,0.783,0.239
789228108,0,56,F,4,Graduate,Single,Unknown,Blue,45,2,2,3,9091,1306,7785,0.743,4378,,,0.144
789231858,0,59,M,1,Unknown,Married,$60K - $80K,Blue,48,5,3,3,1438.3,,796.3,,5177,79,0.646,
789233808,0,38,F,3,Graduate,Married,,Blue,27,6,2,2,2425,1396,1029,0.899,4568,,0.897,0.576
789240258,0,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,3,1,2784,2458,326,0.798,4904,81,0.8,0.883
789241308,1,54,F,2,Unknown,Unknown,,Blue,39,4,3,3,1438.3,0,1438.3,0.72,2145,41,0.519,0
789247458,0,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,2,3,2801,1472,1329,1.027,2467,54,0.8,0.526
789248958,0,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2,3,2946,2517,429,0.841,5259,89,0.78,0.854
789261558,0,58,M,1,High School,Married,$60K - $80K,Blue,47,3,1,4,2212,1392,820,0.573,1387,34,0.7,0.629
789266208,0,56,M,2,High School,Married,$80K - $120K,Blue,45,3,2,3,5920,1589,4331,0.512,1408,,,0.268
789267633,0,54,,2,College,Married,Less than $40K,Blue,43,3,4,1,2573,1760,813,0.676,,,0.824,0.684
789271533,0,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,,530.3,0.615,4653,74,0.897,0.631
789280683,0,56,,2,Graduate,Single,$120K +,Blue,45,2,2,3,11714,898,10816,0.726,13956,122,0.718,0.077
789282333,0,62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826,1274,9552,0.602,1355,34,0.619,
789289383,0,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516,2120,32396,0.9,14626,97,0.644,0.061
789291633,0,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450,967,4483,0.701,1526,,,0.177
789293358,0,46,,3,Graduate,Married,Less than $40K,Blue,35,3,3,4,7578,1794,5784,,5328,78,0.625,
789296133,0,35,F,3,Doctorate,Single,Unknown,Blue,24,1,1,3,12287,770,11517,0.612,,65,0.757,0.063
789297558,0,36,M,1,Uneducated,Single,$120K +,Blue,25,6,3,2,7049,,5117,,2602,,0.545,0.274
789298833,0,51,M,2,Uneducated,Divorced,,Blue,40,1,2,3,23453,0,23453,,7555,96,0.574,0
789300408,0,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,2,1614,700,914,0.842,4293,87,,0.434
789307833,0,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874,1590,7284,,1849,56,0.647,0.179
789309558,0,31,M,2,College,Married,Less than $40K,Blue,21,6,2,4,2718,1920,798,1.604,2570,49,1.042,
789310833,0,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513,1950,2563,,3164,62,0.59,0.432
789312033,1,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,460,3414,1.023,4921,,,0.119
789317883,0,54,M,2,College,Married,$80K - $120K,Blue,44,4,3,3,18750,1705,17045,0.807,1200,,0.895,0.091
789322833,1,48,F,5,High School,Married,,Blue,38,1,3,3,8025,0,8025,0.654,673,18,0.8,0
789325008,0,49,,3,College,Single,Less than $40K,Blue,38,5,3,1,7862,1991,5871,,,,0.608,
789326808,0,26,M,0,College,Single,$60K - $80K,Blue,15,5,1,2,8267,1720,6547,,1917,37,0.48,0.208
789328083,1,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,0.862,2826,39,0.625,0
789331908,0,40,F,3,High School,Unknown,Less than $40K,Blue,30,5,2,2,8793,918,7875,,5342,,0.684,0.104
789337233,0,63,M,1,Graduate,Married,,Blue,53,6,6,2,2880,2362,518,,1323,,0.444,
789338583,0,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,4,2,2,26222,1073,25149,1.288,1988,,0.579,
789339633,0,51,M,2,Uneducated,Divorced,$120K +,Blue,41,4,2,3,30560,0,30560,0.721,3736,55,0.719,
789344358,0,57,,1,Unknown,Married,,Blue,47,4,1,3,3416,2468,948,0.598,1536,42,0.556,
789345408,0,39,F,2,College,Married,$40K - $60K,Blue,29,5,3,2,1438.3,722,716.3,,4983,,1.12,0.502
789347133,0,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,2,1,1,4468,,2073,0.706,4690,79,0.756,0.536
789351783,0,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114,1618,496,0.664,4518,88,0.692,
789354783,0,45,F,3,Unknown,Single,Less than $40K,Blue,32,5,3,0,2329,1465,864,0.815,4286,86,0.72,
789358908,1,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573,0,3573,,2562,36,,0
789363408,0,44,M,3,High School,Married,$120K +,Silver,34,3,1,2,34516,2517,31999,,7427,,0.566,0.073
789365508,1,49,M,2,High School,Divorced,$40K - $60K,Blue,39,2,3,4,14839,512,14327,0.176,1453,26,0.13,0.035
789367083,0,41,F,2,Uneducated,Single,,Blue,31,5,3,3,2450,,960,0.747,3778,,0.684,0.608
789370383,0,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2,2,2807,1845,962,,1346,,,
789373683,0,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,834,604.3,0.635,4976,70,0.842,0.58
789382758,1,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501,0,5501,0.519,2050,,0.821,0
789392883,0,38,F,3,Post-Graduate,Unknown,,Blue,29,4,1,0,1878,1247,631,0.67,4650,,0.614,0.664
789394833,0,47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,1,2,2,21714,1969,19745,,13270,104,0.625,0.091
789396783,0,30,F,0,High School,Single,,Blue,20,3,3,4,2112,1109,1003,,4729,,,0.525
789398733,0,56,M,3,Graduate,Married,,Blue,46,3,3,2,5270,779,4491,0.731,16179,105,0.694,
789407958,0,42,,1,Graduate,Married,$60K - $80K,Blue,33,6,2,3,17165,1153,16012,0.578,4063,62,0.676,0.067
789412458,1,44,,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,23026,2517,20509,,4909,,0.625,
789413958,0,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909,1018,10891,1.006,,53,0.656,0.085
789415983,0,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397,1001,11396,0.756,1888,42,0.448,0.081
789417708,0,44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,1438.3,,347.3,0.702,4988,,0.731,0.759
789419658,0,47,F,4,College,Married,Unknown,Blue,38,3,2,1,1438.3,,1438.3,,4503,89,,0
789420933,0,39,F,2,Uneducated,Married,Less than $40K,Blue,30,3,1,3,3108,778,2330,,,87,,0.25
789432033,1,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065,230,3835,0.779,7844,,,0.057
789433758,0,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338,2379,3959,,1715,39,0.5,0.375
789435783,0,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909,1274,1635,0.593,1532,26,0.3,
789450408,0,41,F,2,Uneducated,Married,Unknown,Blue,32,2,5,3,5877,1713,4164,0.791,15106,91,0.978,0.291
789454683,0,45,F,3,High School,Single,$40K - $60K,Blue,36,4,2,2,1912,1281,631,,5046,79,0.717,0.67
789466008,0,47,M,5,Graduate,Married,$60K - $80K,Blue,38,5,3,4,24033,,23421,,3578,75,0.531,0.025
789469083,0,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795,0,10795,,7855,,0.528,
789472833,0,42,F,2,College,Divorced,Less than $40K,Blue,33,3,3,1,2283,1690,593,,4377,,0.488,0.74
789477483,0,40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433,1488,2945,,3847,76,0.9,0.336
789481233,1,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220,0,2220,,,,0.833,
789483333,0,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.707,1258,23,,
789492558,0,49,F,2,College,Married,Less than $40K,Blue,40,1,2,1,2096,,820,0.6,4926,,,0.609
789494133,0,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490,1259,1231,1.079,2441,53,0.514,
